age,job,marital,education,housing,loan,contact,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
29,blue-collar,married,basic.9y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
30,admin.,single,university.degree,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
50,services,single,high.school,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39,management,married,basic.6y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39,blue-collar,married,basic.9y,yes,no,cellular,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
34,services,married,high.school,no,no,telephone,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
37,self-employed,married,professional.course,yes,no,telephone,13,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
43,blue-collar,married,basic.4y,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
31,admin.,married,university.degree,yes,yes,cellular,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
24,services,single,high.school,yes,no,telephone,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,no
43,admin.,divorced,high.school,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
51,blue-collar,married,basic.4y,yes,no,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
37,housemaid,married,basic.4y,no,yes,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
48,unknown,married,basic.4y,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
41,services,divorced,high.school,yes,no,cellular,4,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
38,technician,married,professional.course,no,no,telephone,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
36,admin.,single,university.degree,no,no,telephone,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,admin.,married,basic.6y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
35,admin.,married,basic.9y,no,yes,telephone,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
41,blue-collar,married,high.school,no,yes,telephone,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
34,admin.,married,university.degree,yes,no,telephone,4,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
36,self-employed,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
53,unemployed,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
30,technician,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
34,management,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
29,admin.,married,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
42,admin.,married,basic.9y,no,no,telephone,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
36,self-employed,married,university.degree,yes,no,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
31,technician,married,high.school,no,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
42,admin.,married,university.degree,unknown,unknown,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,blue-collar,married,basic.6y,yes,no,cellular,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
24,technician,single,unknown,no,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
38,housemaid,married,basic.4y,yes,no,cellular,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
32,admin.,single,high.school,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30,admin.,single,university.degree,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,admin.,divorced,high.school,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
44,blue-collar,divorced,basic.6y,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
26,blue-collar,married,basic.4y,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
51,admin.,divorced,professional.course,no,no,cellular,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
25,student,single,university.degree,no,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
45,blue-collar,single,basic.9y,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
25,technician,single,university.degree,no,yes,telephone,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
57,entrepreneur,married,basic.4y,yes,no,cellular,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
40,management,married,university.degree,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
62,admin.,married,high.school,no,no,cellular,1,4,3,success,-1.1,94.601,-49.5,1.037,4963.6,yes
44,admin.,single,university.degree,yes,no,cellular,4,3,1,success,-1.8,93.876,-40.0,0.682,5008.7,yes
41,services,divorced,high.school,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,yes
53,unemployed,married,basic.9y,no,no,cellular,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
44,self-employed,married,professional.course,unknown,unknown,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
23,admin.,single,university.degree,no,no,cellular,3,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
31,services,single,basic.9y,yes,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,yes
47,management,divorced,university.degree,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
36,entrepreneur,married,high.school,no,yes,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
78,retired,married,basic.4y,yes,no,telephone,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
35,student,single,university.degree,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
52,retired,married,university.degree,yes,no,telephone,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
36,admin.,married,high.school,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
19,student,single,basic.9y,no,no,cellular,3,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
40,management,married,basic.6y,yes,no,telephone,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
22,student,single,basic.9y,no,no,cellular,1,999,1,failure,-3.4,92.431,-26.9,0.73,5017.5,yes
30,admin.,single,university.degree,yes,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,technician,married,university.degree,yes,no,cellular,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
35,admin.,divorced,high.school,yes,yes,telephone,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
26,technician,married,professional.course,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,technician,single,university.degree,yes,no,cellular,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,services,married,professional.course,yes,no,cellular,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
43,admin.,married,university.degree,yes,no,cellular,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
38,admin.,divorced,high.school,no,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
58,blue-collar,married,basic.4y,yes,no,telephone,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,admin.,married,high.school,no,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
39,admin.,single,high.school,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
46,blue-collar,married,basic.9y,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
39,admin.,married,university.degree,no,no,telephone,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
39,self-employed,single,high.school,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
32,technician,single,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
34,admin.,single,university.degree,yes,no,cellular,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
30,unemployed,married,professional.course,yes,no,telephone,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
57,retired,married,basic.4y,no,yes,cellular,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
34,technician,married,university.degree,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
38,admin.,married,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
38,blue-collar,married,high.school,no,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,technician,married,professional.course,yes,no,cellular,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
29,admin.,married,high.school,yes,no,cellular,3,999,0,nonexistent,-1.7,94.055,-39.8,0.727,4991.6,yes
33,admin.,single,professional.course,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
36,technician,married,professional.course,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
47,blue-collar,married,basic.4y,yes,no,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
37,blue-collar,married,professional.course,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
31,blue-collar,single,unknown,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
56,retired,married,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
30,technician,single,high.school,no,no,cellular,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
32,services,married,basic.9y,no,no,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
44,admin.,single,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
54,self-employed,married,university.degree,yes,no,cellular,4,999,1,failure,-1.1,94.601,-49.5,0.987,4963.6,no
44,management,married,university.degree,no,no,cellular,2,999,2,failure,-2.9,92.201,-31.4,0.883,5076.2,yes
47,entrepreneur,married,university.degree,no,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
30,admin.,married,university.degree,yes,no,cellular,23,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
33,technician,married,professional.course,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
36,blue-collar,married,basic.4y,yes,no,cellular,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,admin.,married,university.degree,yes,yes,cellular,1,999,0,nonexistent,-2.9,92.963,-40.8,1.206,5076.2,no
53,technician,married,professional.course,yes,no,cellular,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,no
35,blue-collar,married,basic.9y,yes,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
39,blue-collar,single,basic.4y,no,no,cellular,4,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
45,management,married,university.degree,no,no,telephone,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,no
39,blue-collar,single,basic.9y,no,no,cellular,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
41,admin.,divorced,high.school,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
45,unemployed,divorced,basic.4y,yes,no,cellular,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,no
45,technician,married,professional.course,no,no,telephone,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,blue-collar,single,basic.9y,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
36,management,single,university.degree,yes,no,cellular,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
30,admin.,married,university.degree,yes,no,cellular,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
44,services,married,high.school,yes,yes,cellular,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,yes
24,admin.,married,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
40,technician,married,university.degree,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
30,management,single,university.degree,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
50,admin.,married,university.degree,yes,no,telephone,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
52,housemaid,divorced,basic.9y,no,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
54,self-employed,married,high.school,no,no,cellular,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32,admin.,married,university.degree,yes,no,cellular,3,999,0,nonexistent,-1.1,94.767,-50.8,1.03,4963.6,no
49,blue-collar,married,basic.4y,yes,no,cellular,12,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
32,technician,married,professional.course,no,no,cellular,2,14,4,failure,-1.1,94.601,-49.5,0.959,4963.6,no
50,technician,married,university.degree,unknown,unknown,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
46,blue-collar,married,basic.9y,yes,no,telephone,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
33,admin.,single,university.degree,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
51,technician,single,professional.course,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
48,management,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
50,blue-collar,divorced,basic.4y,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
58,management,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
23,technician,single,professional.course,yes,no,cellular,5,9,2,failure,-3.4,92.649,-30.1,0.714,5017.5,no
24,student,single,professional.course,no,no,cellular,2,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,no
21,student,single,high.school,no,no,cellular,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
42,self-employed,divorced,university.degree,yes,no,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
34,blue-collar,married,basic.9y,yes,yes,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
39,admin.,married,university.degree,no,no,cellular,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
55,technician,married,university.degree,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
45,housemaid,married,basic.4y,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
41,entrepreneur,married,high.school,no,no,telephone,13,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
30,services,married,high.school,no,no,cellular,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
32,technician,single,professional.course,no,no,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
27,admin.,single,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
26,blue-collar,married,basic.9y,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
55,admin.,married,university.degree,yes,no,cellular,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
76,retired,married,basic.4y,yes,no,cellular,2,3,1,success,-3.4,92.379,-29.8,0.781,5017.5,yes
47,blue-collar,married,basic.4y,yes,yes,cellular,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
29,blue-collar,married,basic.9y,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
38,technician,married,professional.course,yes,yes,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
45,blue-collar,married,basic.6y,yes,no,telephone,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
29,blue-collar,married,basic.4y,no,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
55,technician,married,professional.course,yes,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
49,admin.,divorced,professional.course,yes,yes,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
46,management,married,university.degree,no,no,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
48,blue-collar,married,basic.4y,no,no,cellular,7,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
36,admin.,married,university.degree,no,no,cellular,4,999,0,nonexistent,-1.8,93.876,-40.0,0.697,5008.7,yes
31,technician,single,professional.course,no,no,telephone,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
46,blue-collar,married,basic.4y,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
41,blue-collar,married,basic.6y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
53,self-employed,married,university.degree,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
26,admin.,divorced,high.school,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
52,entrepreneur,married,basic.9y,no,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
30,technician,married,university.degree,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,blue-collar,married,basic.4y,yes,no,cellular,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
45,self-employed,married,basic.4y,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
26,admin.,married,high.school,yes,yes,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
24,technician,single,university.degree,no,no,cellular,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
24,admin.,single,university.degree,yes,no,telephone,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
31,admin.,single,university.degree,no,yes,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
65,self-employed,married,professional.course,no,no,telephone,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
34,blue-collar,married,basic.9y,no,no,telephone,1,999,0,nonexistent,-1.7,94.055,-39.8,0.702,4991.6,no
32,technician,married,professional.course,yes,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
45,services,single,professional.course,unknown,unknown,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
56,retired,divorced,basic.4y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
51,services,married,high.school,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
55,management,married,university.degree,no,yes,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
43,unemployed,divorced,basic.9y,yes,yes,telephone,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,management,single,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
28,admin.,married,high.school,yes,yes,cellular,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
50,management,single,university.degree,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
34,self-employed,single,university.degree,no,no,cellular,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
46,admin.,married,high.school,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
53,technician,divorced,high.school,yes,yes,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
36,management,married,university.degree,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
38,admin.,divorced,university.degree,no,yes,telephone,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30,technician,married,high.school,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
31,blue-collar,single,high.school,no,no,telephone,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
44,admin.,divorced,university.degree,yes,yes,cellular,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
48,blue-collar,married,basic.6y,no,no,telephone,4,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
45,blue-collar,married,basic.9y,yes,yes,cellular,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
55,unemployed,married,basic.4y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30,blue-collar,married,basic.4y,yes,no,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
28,admin.,married,professional.course,no,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
67,retired,married,university.degree,no,no,cellular,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,no
42,blue-collar,married,basic.9y,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
59,retired,married,basic.4y,no,no,cellular,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,technician,married,professional.course,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
47,admin.,married,basic.9y,yes,no,telephone,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
59,blue-collar,married,basic.9y,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
